Sales_id,Sales,Quantity,Discount,Profit,Ship_id,Product_id,Customer_id
124,68.04,7,0.0,19.7316,124,124,124
125,600.558,3,0.3,-8.5794,125,125,125
126,617.7,6,0.5,-407.682,126,126,126
127,2.388,2,0.7,-1.8308,127,127,127
128,243.992,7,0.2,30.499,128,128,128
129,81.424,2,0.2,-9.1602,129,129,129
130,238.56,3,0.0,26.2416,130,130,130
131,59.97,5,0.4,-11.994,131,131,131
132,78.304,2,0.2,29.364,132,132,132
133,21.456,9,0.2,6.9732,133,133,133
134,20.04,3,0.0,9.6192,134,134,134
135,35.44,1,0.0,16.6568,135,135,135
136,11.52,4,0.0,3.456,136,136,136
137,4.02,2,0.0,1.9698,137,137,137
138,76.176,3,0.2,26.6616,138,138,138
139,65.88,6,0.0,18.4464,139,139,139
140,43.12,14,0.0,20.6976,140,140,140
141,82.8,2,0.2,10.35,141,141,141
142,8.82,3,0.0,2.3814,142,142,142
143,10.86,3,0.0,5.1042,143,143,143
144,143.7,3,0.0,68.976,144,144,144
145,839.43,3,0.0,218.2518,145,145,145
146,671.93,7,0.0,20.1579,146,146,146
147,93.888,4,0.2,12.9096,147,147,147
148,384.45,11,0.0,103.8015,148,148,148
149,149.97,3,0.0,5.9988,149,149,149
150,1951.84,8,0.0,585.552,150,150,150
151,171.55,5,0.0,80.6285,151,151,151
152,157.92,5,0.2,17.766,152,152,152
153,203.184,2,0.2,15.2388,153,153,153
154,58.38,7,0.0,26.271,154,154,154
155,105.52,4,0.0,48.5392,155,155,155
156,80.88,6,0.0,21.0288,156,156,156
157,6.63,3,0.0,1.7901,157,157,157
158,457.568,2,0.2,51.4764,158,158,158
159,14.62,2,0.0,6.8714,159,159,159
160,944.93,7,0.0,236.2325,160,160,160
161,5.98,1,0.0,2.691,161,161,161
162,54.384,2,0.2,1.3596,162,162,162
163,28.4,5,0.0,13.348,163,163,163
164,27.68,2,0.2,9.688,164,164,164
165,9.936,3,0.2,2.7324,165,165,165
166,8159.952,8,0.4,-1359.992,166,166,166
167,275.928,3,0.2,-58.6347,167,167,167
168,1740.06,9,0.3,-24.858,168,168,168
169,32.064,6,0.2,6.8136,169,169,169
170,177.98,5,0.8,-453.849,170,170,170
171,143.976,3,0.2,8.9985,171,171,171
172,20.94,3,0.0,9.8418,172,172,172
173,110.96,2,0.0,53.2608,173,173,173
174,340.144,7,0.2,21.259,174,174,174
175,52.448,2,0.8,-131.12,175,175,175
176,20.16,4,0.2,6.552,176,176,176
177,97.264,4,0.8,-243.16,177,177,177
178,396.802,7,0.3,-11.3372,178,178,178
179,15.88,5,0.2,-3.7715,179,179,179
180,3.28,1,0.0,1.4104,180,180,180
181,24.816,2,0.2,1.8612,181,181,181
182,408.744,7,0.2,76.6395,182,182,182
183,503.96,4,0.0,131.0296,183,183,183
184,149.95,5,0.0,41.986,184,184,184
185,29.0,2,0.0,7.25,185,185,185
186,7.16,2,0.0,3.4368,186,186,186
187,176.8,8,0.0,22.984,187,187,187
188,37.224,3,0.2,3.7224,188,188,188
189,20.016,3,0.2,6.255,189,189,189
190,899.136,4,0.2,112.392,190,190,190
191,71.76,6,0.0,20.0928,191,191,191
192,51.84,8,0.0,24.8832,192,192,192
193,626.352,3,0.2,46.9764,193,193,193
194,19.9,5,0.0,6.567,194,194,194
195,14.28,7,0.0,6.7116,195,195,195
196,7.408,2,0.2,1.2038,196,196,196
197,6.048,3,0.2,1.5876,197,197,197
198,46.26,3,0.0,12.0276,198,198,198
199,2.946,2,0.7,-2.2586,199,199,199
200,16.056,3,0.2,5.8203,200,200,200
201,21.744,3,0.2,6.795,201,201,201
202,218.75,2,0.5,-161.875,202,202,202
203,2.6,1,0.2,0.2925,203,203,203
204,66.284,2,0.8,-178.9668,204,204,204
205,35.168,7,0.2,9.6712,205,205,205
206,444.768,4,0.2,44.4768,206,206,206
207,83.92,4,0.0,5.8744,207,207,207
208,131.98,2,0.0,35.6346,208,208,208
209,15.92,4,0.0,7.4824,209,209,209
210,52.29,9,0.0,16.2099,210,210,210
211,91.99,1,0.0,3.6796,211,211,211
212,20.8,2,0.2,6.5,212,212,212
213,23.68,2,0.2,8.88,213,213,213
214,452.45,5,0.5,-244.323,214,214,214
215,62.982,3,0.4,-14.6958,215,215,215
216,1188.0,9,0.7,-950.4,216,216,216
217,89.584,2,0.2,4.4792,217,217,217
218,93.06,6,0.0,26.0568,218,218,218
219,302.376,3,0.2,22.6782,219,219,219
220,5.584,2,0.2,1.8148,220,220,220
221,22.704,6,0.2,8.2302,221,221,221
222,19.776,4,0.7,-13.8432,222,222,222
223,72.704,4,0.2,19.0848,223,223,223
224,479.988,4,0.7,-383.9904,224,224,224
225,27.168,2,0.2,2.7168,225,225,225
226,2.2,1,0.0,0.968,226,226,226
227,622.45,5,0.0,136.939,227,227,227
228,21.98,1,0.0,0.2198,228,228,228
229,161.568,2,0.2,-28.2744,229,229,229
230,389.696,8,0.2,43.8408,230,230,230
231,18.648,7,0.7,-12.432,231,231,231
232,233.86,2,0.45,-102.048,232,232,232
233,620.6145,3,0.45,-248.2458,233,233,233
234,5.328,2,0.7,-3.552,234,234,234
235,258.072,3,0.2,0.0,235,235,235
236,617.976,3,0.2,-7.7247,236,236,236
237,10.56,2,0.0,4.752,237,237,237
238,25.92,5,0.2,9.396,238,238,238
239,419.68,5,0.6,-356.728,239,239,239
240,11.688,3,0.6,-4.6752,240,240,240
241,31.984,2,0.2,11.1944,241,241,241
242,177.225,5,0.5,-120.513,242,242,242
243,4.044,3,0.6,-2.8308,243,243,243
244,7.408,2,0.2,1.2038,244,244,244
245,2001.86,7,0.0,580.5394,245,245,245
246,166.72,2,0.0,41.68,246,246,246
247,47.88,6,0.0,23.94,247,247,247
248,1503.25,5,0.0,496.0725,248,248,248
249,25.92,4,0.0,12.4416,249,249,249
250,321.568,2,0.2,28.1372,250,250,250
251,7.61,1,0.0,3.5767,251,251,251
252,3347.37,13,0.0,636.0003,252,252,252
253,80.58,6,0.0,22.5624,253,253,253
254,361.92,4,0.0,162.864,254,254,254
255,12.132,9,0.6,-8.4924,255,255,255
256,82.368,2,0.2,-19.5624,256,256,256
257,53.92,5,0.2,4.044,257,257,257
258,647.904,6,0.2,56.6916,258,258,258
259,20.37,3,0.0,6.9258,259,259,259
260,221.55,3,0.0,6.6465,260,260,260
261,17.52,5,0.2,6.132,261,261,261
262,1.624,2,0.8,-4.466,262,262,262
263,3059.982,3,0.4,-509.997,263,263,263
264,2519.958,7,0.4,-251.9958,264,264,264
265,328.224,4,0.2,28.7196,265,265,265
266,79.9,2,0.0,35.156,266,266,266
267,14.016,3,0.2,4.7304,267,267,267
268,7.56,6,0.0,0.3024,268,268,268
269,37.208,1,0.2,-7.4416,269,269,269
270,57.576,3,0.2,21.591,270,270,270
271,725.84,4,0.0,210.4936,271,271,271
272,209.93,7,0.0,92.3692,272,272,272
273,5.28,3,0.0,2.3232,273,273,273
274,10.92,3,0.2,4.095,274,274,274
275,8.82,2,0.0,4.0572,275,275,275
276,5.98,1,0.0,1.5548,276,276,276
277,11.648,2,0.2,4.0768,277,277,277
278,18.176,4,0.2,5.9072,278,278,278
279,59.712,6,0.2,5.9712,279,279,279
280,24.84,3,0.2,8.694,280,280,280
281,2.08,5,0.8,-3.432,281,281,281
282,1114.4,7,0.2,376.11,282,282,282
283,1038.84,5,0.2,51.942,283,283,283
284,141.76,5,0.2,47.844,284,284,284
285,239.8,5,0.2,47.96,285,285,285
286,31.104,6,0.2,10.8864,286,286,286
287,254.058,7,0.7,-169.372,287,287,287
288,194.528,2,0.2,24.316,288,288,288
289,961.48,5,0.2,-204.3145,289,289,289
290,19.096,7,0.2,6.6836,290,290,290
291,18.496,8,0.2,6.2424,291,291,291
292,255.984,2,0.2,54.3966,292,292,292
293,86.97,3,0.5,-48.7032,293,293,293
294,300.416,8,0.2,78.8592,294,294,294
295,230.352,3,0.2,20.1558,295,295,295
296,218.352,3,0.2,-24.5646,296,296,296
297,78.6,5,0.7,-62.88,297,297,297
298,27.552,3,0.2,9.2988,298,298,298
299,32.4,5,0.0,15.552,299,299,299
300,1082.48,8,0.0,10.8248,300,300,300
301,56.91,3,0.0,27.3168,301,301,301
302,77.6,4,0.0,38.024,302,302,302
303,14.28,1,0.0,6.5688,303,303,303
304,219.075,3,0.5,-131.445,304,304,304
305,26.8,2,0.0,12.864,305,305,305
306,9.84,3,0.0,2.8536,306,306,306
307,45.48,3,0.0,20.9208,307,307,307
308,289.2,6,0.0,83.868,308,308,308
309,4.89,1,0.0,2.0049,309,309,309
310,15.136,4,0.2,3.5948,310,310,310
311,466.768,2,0.2,52.5114,311,311,311
312,15.232,1,0.2,1.7136,312,312,312
313,6.264,3,0.2,2.0358,313,313,313
314,87.54,3,0.0,37.6422,314,314,314
315,178.384,2,0.2,22.298,315,315,315
316,15.552,3,0.2,5.4432,316,316,316
317,99.136,4,0.2,8.6744,317,317,317
318,135.882,1,0.1,24.1568,318,318,318
319,3991.98,2,0.0,1995.99,319,319,319
320,275.94,6,0.0,80.0226,320,320,320
321,360.0,4,0.0,129.6,321,321,321
322,43.57,1,0.0,13.071,322,322,322
323,7.16,2,0.0,3.58,323,323,323
324,251.52,6,0.2,81.744,324,324,324
325,99.99,1,0.0,34.9965,325,325,325
326,15.992,1,0.2,0.9995,326,326,326
327,290.898,3,0.4,-67.8762,327,327,327
328,54.224,2,0.2,3.389,328,328,328
329,786.744,4,0.3,-258.5016,329,329,329
330,100.24,10,0.2,33.831,330,330,330
331,37.764,6,0.7,-27.6936,331,331,331
332,82.8,2,0.4,-20.7,332,332,332
333,20.724,2,0.7,-13.816,333,333,333
334,4.896,3,0.7,-3.4272,334,334,334
335,4.752,1,0.2,1.6038,335,335,335
336,959.984,2,0.2,335.9944,336,336,336
337,14.368,4,0.2,4.49,337,337,337
338,7.712,2,0.2,2.7956,338,338,338
339,698.352,3,0.2,-17.4588,339,339,339
340,4.96,4,0.0,2.3312,340,340,340
341,17.856,4,0.2,1.116,341,341,341
342,509.97,10,0.7,-407.976,342,342,342
343,30.992,13,0.2,10.0724,343,343,343
344,71.928,12,0.4,8.3916,344,344,344
345,88.8,4,0.2,-2.22,345,345,345
346,47.976,3,0.2,4.7976,346,346,346
347,7.56,3,0.0,3.0996,347,347,347
348,24.56,2,0.0,11.5432,348,348,348
349,12.96,2,0.0,4.1472,349,349,349
350,6.79,1,0.0,2.3086,350,350,350
351,24.56,2,0.0,11.5432,351,351,351
352,3.048,1,0.2,1.0668,352,352,352
353,49.12,4,0.0,23.0864,353,353,353
354,4355.168,4,0.2,1415.4296,354,354,354
355,388.704,6,0.2,-4.8588,355,355,355
356,8.26,2,0.0,3.7996,356,356,356
357,17.04,4,0.0,6.9864,357,357,357
358,34.4,5,0.0,15.824,358,358,358
359,36.24,5,0.2,11.325,359,359,359
360,647.84,8,0.0,168.4384,360,360,360
361,20.7,2,0.0,9.936,361,361,361
362,20.7,2,0.0,9.936,362,362,362
363,488.646,3,0.1,86.8704,363,363,363
364,5.56,2,0.0,1.4456,364,364,364
365,47.12,8,0.0,20.7328,365,365,365
366,211.96,4,0.0,8.4784,366,366,366
367,23.2,4,0.0,10.44,367,367,367
368,7.36,2,0.0,0.1472,368,368,368
369,104.79,7,0.0,29.3412,369,369,369
370,1043.92,4,0.0,271.4192,370,370,370
371,25.92,5,0.2,9.396,371,371,371
372,53.424,3,0.2,4.6746,372,372,372
373,8.16,5,0.7,-5.712,373,373,373
374,1023.936,8,0.2,179.1888,374,374,374
375,9.24,1,0.2,0.924,375,375,375
376,479.04,10,0.2,-29.94,376,376,376
377,99.136,4,0.2,30.98,377,377,377
378,1488.424,7,0.3,-297.6848,378,378,378
379,8.652,3,0.8,-20.3322,379,379,379
380,23.832,3,0.2,2.6811,380,380,380
381,12.176,4,0.8,-18.8728,381,381,381
382,50.96,7,0.0,25.48,382,382,382
383,49.536,3,0.2,17.3376,383,383,383
384,41.9,2,0.0,8.799,384,384,384
385,375.4575,3,0.45,-157.0095,385,385,385
386,83.976,3,0.2,-1.0497,386,386,386
387,482.34,4,0.7,-337.638,387,387,387
388,2.96,1,0.2,0.777,388,388,388
389,2.624,1,0.2,0.4264,389,389,389
390,23.36,4,0.2,7.884,390,390,390
391,39.98,2,0.0,13.5932,391,391,391
392,246.384,2,0.2,27.7182,392,392,392
393,1799.97,3,0.0,701.9883,393,393,393
394,12.462,3,0.8,-20.5623,394,394,394
395,75.792,3,0.2,25.5798,395,395,395
396,49.96,2,0.0,9.4924,396,396,396
397,12.96,2,0.0,6.2208,397,397,397
398,70.12,4,0.0,21.036,398,398,398
399,35.952,3,0.2,3.5952,399,399,399
400,2396.2656,4,0.32,-317.1528,400,400,400
401,131.136,4,0.2,-32.784,401,401,401
402,57.584,2,0.2,0.7198,402,402,402
403,9.568,2,0.2,3.4684,403,403,403
404,39.072,6,0.2,9.768,404,404,404
405,35.91,3,0.0,9.6957,405,405,405
406,179.95,5,0.0,37.7895,406,406,406
407,1199.976,3,0.2,434.9913,407,407,407
408,27.15,5,0.0,13.3035,408,408,408
409,1004.024,7,0.2,-112.9527,409,409,409
410,9.68,1,0.0,4.6464,410,410,410
411,28.35,9,0.0,13.608,411,411,411
412,55.98,1,0.0,27.4302,412,412,412
413,1336.829,13,0.15,31.4548,413,413,413
414,113.568,2,0.2,-18.4548,414,414,414
415,139.86,7,0.0,65.7342,415,415,415
416,307.136,4,0.2,26.8744,416,416,416
417,95.92,8,0.0,25.8984,417,417,417
418,383.8,5,0.2,38.38,418,418,418
419,5.78,1,0.0,2.8322,419,419,419
420,9.32,4,0.0,2.7028,420,420,420
421,15.25,1,0.0,7.015,421,421,421
422,196.752,6,0.2,56.5662,422,422,422
423,56.56,4,0.0,14.7056,423,423,423
424,32.7,3,0.0,8.502,424,424,424
425,866.4,4,0.0,225.264,425,425,425
426,28.4,2,0.0,11.076,426,426,426
427,287.92,8,0.0,138.2016,427,427,427
428,69.99,1,0.0,30.0957,428,428,428
429,6.672,6,0.2,0.5004,429,429,429
430,189.588,2,0.7,-145.3508,430,430,430
431,408.744,7,0.2,76.6395,431,431,431
432,291.96,5,0.2,54.7425,432,432,432
433,4.768,2,0.2,-0.7748,433,433,433
434,714.3,5,0.0,207.147,434,434,434
435,4.812,2,0.7,-3.6892,435,435,435
436,247.8,5,0.2,-18.585,436,436,436
437,1007.979,3,0.3,43.1991,437,437,437
438,313.488,7,0.2,113.6394,438,438,438
439,31.872,8,0.2,11.5536,439,439,439
440,207.846,3,0.1,2.3094,440,440,440
441,12.22,1,0.0,3.666,441,441,441
442,194.94,3,0.0,23.3928,442,442,442
443,70.95,3,0.0,20.5755,443,443,443
444,91.36,4,0.0,42.0256,444,444,444
445,242.94,3,0.0,29.1528,445,445,445
446,22.05,7,0.0,10.584,446,446,446
447,2.91,1,0.0,1.3677,447,447,447
448,59.52,3,0.0,15.4752,448,448,448
449,161.94,3,0.0,9.7164,449,449,449
450,263.88,6,0.0,71.2476,450,450,450
451,30.48,3,0.0,7.9248,451,451,451
452,9.84,3,0.0,2.8536,452,452,452
453,35.12,4,0.0,9.1312,453,453,453
454,284.364,2,0.4,-75.8304,454,454,454
455,665.408,2,0.2,66.5408,455,455,455
456,63.88,4,0.0,24.9132,456,456,456
457,129.568,2,0.2,-24.294,457,457,457
458,747.558,3,0.3,-96.1146,458,458,458
459,8.928,2,0.2,3.348,459,459,459
460,103.92,4,0.0,36.372,460,460,460
461,899.91,9,0.0,377.9622,461,461,461
462,51.312,3,0.2,18.6006,462,462,462
463,23.56,5,0.2,7.068,463,463,463
464,1272.63,6,0.5,-814.4832,464,464,464
465,28.485,5,0.7,-20.889,465,465,465
466,185.376,2,0.2,-34.758,466,466,466
467,78.272,2,0.2,5.8704,467,467,467
468,254.744,7,0.6,-312.0614,468,468,468
469,205.3328,2,0.32,-36.2352,469,469,469
470,4.788,3,0.8,-7.9002,470,470,470
471,55.48,1,0.0,26.6304,471,471,471
472,340.92,3,0.0,3.4092,472,472,472
473,222.666,2,0.15,10.4784,473,473,473
474,703.968,4,0.2,87.996,474,474,474
475,92.52,6,0.0,24.9804,475,475,475
476,62.65,7,0.0,28.819,476,476,476
477,94.85,5,0.0,45.528,477,477,477
478,95.76,6,0.2,7.182,478,478,478
479,40.2,3,0.0,19.296,479,479,479
480,14.7,5,0.0,6.615,480,480,480
481,704.25,5,0.0,84.51,481,481,481
482,9.09,3,0.0,1.9089,482,482,482
483,5.96,2,0.0,1.6688,483,483,483
484,159.98,2,0.0,57.5928,484,484,484
485,29.6,2,0.0,14.8,485,485,485
486,514.165,5,0.15,-30.245,486,486,486
487,279.96,5,0.2,17.4975,487,487,487
488,2735.952,6,0.2,341.994,488,488,488
489,7.992,1,0.2,0.5994,489,489,489
490,63.984,2,0.2,10.3974,490,490,490
491,70.368,2,0.2,6.1572,491,491,491
492,449.15,5,0.0,8.983,492,492,492
493,11.07,3,0.0,5.0922,493,493,493
494,93.98,2,0.0,13.1572,494,494,494
495,189.882,3,0.4,-94.941,495,495,495
496,105.42,2,0.0,51.6558,496,496,496
497,119.616,8,0.2,40.3704,497,497,497
498,255.76,4,0.0,81.8432,498,498,498
499,241.568,2,0.2,18.1176,499,499,499
500,69.3,9,0.0,22.869,500,500,500
501,22.62,2,0.7,-15.08,501,501,501
502,14.952,2,0.7,-11.9616,502,502,502
503,801.568,2,0.2,50.098,503,503,503
504,2.376,3,0.7,-1.9008,504,504,504
505,32.792,1,0.2,11.8871,505,505,505
506,15.92,5,0.2,5.373,506,506,506
507,2.74,1,0.0,0.7398,507,507,507
508,8.34,3,0.0,2.1684,508,508,508
509,46.74,3,0.0,11.685,509,509,509
510,6354.95,5,0.0,3177.475,510,510,510
511,126.3,3,0.0,40.416,511,511,511
512,38.04,2,0.0,12.1728,512,512,512
513,7.152,3,0.2,0.7152,513,513,513
514,6.63,3,0.0,1.7901,514,514,514
515,5.88,2,0.0,1.7052,515,515,515
516,2999.95,5,0.0,1379.977,516,516,516
517,51.45,3,0.0,13.8915,517,517,517
518,11.96,2,0.0,5.382,518,518,518
519,1126.02,3,0.0,56.301,519,519,519
520,18.392,1,0.2,5.2877,520,520,520
521,129.568,2,0.2,-25.9136,521,521,521
522,14.112,9,0.8,-21.168,522,522,522
523,210.98,2,0.0,21.098,523,523,523
524,55.176,3,0.2,-12.4146,524,524,524
525,66.26,2,0.0,27.1666,525,525,525
526,22.2,5,0.0,10.434,526,526,526
527,683.952,3,0.2,42.747,527,527,527
528,45.696,3,0.2,5.1408,528,528,528
529,36.336,3,0.2,-7.2672,529,529,529
530,666.248,1,0.2,-149.9058,530,530,530
531,52.512,6,0.2,19.692,531,531,531
532,190.72,1,0.2,11.92,532,532,532
533,47.94,3,0.0,2.397,533,533,533
534,979.95,5,0.0,274.386,534,534,534
535,22.75,5,0.0,11.375,535,535,535
536,16.768,2,0.2,1.4672,536,536,536
537,42.616,7,0.8,-68.1856,537,537,537
538,10.752,4,0.2,3.36,538,538,538
539,152.94,3,0.0,41.2938,539,539,539
540,283.92,4,0.0,70.98,540,540,540
541,468.9,6,0.0,206.316,541,541,541
542,380.864,8,0.2,38.0864,542,542,542
543,646.776,9,0.2,-145.5246,543,543,543
544,58.112,2,0.2,7.264,544,544,544
545,100.792,1,0.2,6.2995,545,545,545
546,66.112,4,0.6,-84.2928,546,546,546
547,41.28,6,0.2,13.932,547,547,547
548,13.36,2,0.0,6.4128,548,548,548
549,250.272,9,0.2,15.642,549,549,549
550,11.364,3,0.8,-17.046,550,550,550
551,8.72,5,0.2,-1.744,551,551,551
552,1121.568,2,0.2,0.0,552,552,552
553,34.504,1,0.2,6.0382,553,553,553
554,10.824,3,0.2,2.5707,554,554,554
555,1295.78,2,0.0,310.9872,555,555,555
556,19.456,4,0.2,3.4048,556,556,556
557,20.7,2,0.0,9.936,557,557,557
558,1335.68,4,0.2,-217.048,558,558,558
559,32.4,5,0.0,15.552,559,559,559
560,42.6,3,0.0,16.614,560,560,560
561,84.056,7,0.2,27.3182,561,561,561
562,13.0,5,0.2,1.3,562,562,562
563,13.128,3,0.2,3.7743,563,563,563
564,3.96,2,0.0,0.0,564,564,564
565,2.61,1,0.0,1.2006,565,565,565
566,374.376,3,0.2,46.797,566,566,566
567,91.84,8,0.0,45.0016,567,567,567
568,81.088,7,0.2,27.3672,568,568,568
569,19.44,3,0.0,9.3312,569,569,569
570,451.152,3,0.2,0.0,570,570,570
571,72.45,7,0.0,34.776,571,571,571
572,13.96,4,0.0,6.4216,572,572,572
573,33.264,7,0.2,11.2266,573,573,573
574,14.85,3,0.0,4.0095,574,574,574
575,8.82,3,0.0,2.3814,575,575,575
576,160.72,14,0.0,78.7528,576,576,576
577,19.92,4,0.0,9.7608,577,577,577
578,7.3,2,0.0,2.19,578,578,578
579,69.712,2,0.2,8.714,579,579,579
580,8.792,1,0.6,-5.7148,580,580,580
581,51.52,4,0.0,1.5456,581,581,581
582,470.376,3,0.2,52.9173,582,582,582
583,105.584,2,0.2,9.2386,583,583,583
584,31.152,3,0.2,3.5046,584,584,584
585,6.783,7,0.7,-4.7481,585,585,585
586,406.368,4,0.2,30.4776,586,586,586
587,70.98,1,0.0,4.9686,587,587,587
588,294.93,3,0.0,144.5157,588,588,588
589,84.784,2,0.2,-20.1362,589,589,589
590,20.736,4,0.2,7.2576,590,590,590
591,16.821,3,0.7,-12.8961,591,591,591
592,10.368,2,0.2,3.6288,592,592,592
593,9.344,2,0.2,1.168,593,593,593
594,31.2,3,0.2,9.75,594,594,594
595,76.12,2,0.0,22.0748,595,595,595
596,1199.976,3,0.2,434.9913,596,596,596
597,445.96,5,0.2,55.745,597,597,597
598,327.76,8,0.0,91.7728,598,598,598
599,11.632,2,0.2,1.0178,599,599,599
600,143.982,3,0.4,-28.7964,600,600,600
601,494.376,4,0.4,-115.3544,601,601,601
602,5.84,2,0.2,0.73,602,602,602
603,142.776,1,0.2,17.847,603,603,603
604,45.696,3,0.2,5.1408,604,604,604
605,7.218,3,0.7,-5.5338,605,605,605
606,43.188,4,0.7,-31.6712,606,606,606
